"body","PR_ID","acknowledgement","action","apology","citation","code","commit","disagreement","emoji","greeting","offer","opinion","question","request","requirement","statement","suggestion","summon","thank","welcome"
"I applied this change to your branch._x000D_
_x000D_
> 1\. HWIA stores keys as strings, but we want symbols. So it felt like I was resisting the base class._x000D_
_x000D_
This seems to work as expected in my tests, and passes the test suite: `Rails.application.config.my_custom_config[:foo] => {:bar=>[""baz""] }`_x000D_
_x000D_
> 2\. Even more importantly, `convert_key` is called during both read _and_ write, and there is no way to know from which it is called. That would mean we would show deprecation notices as we are interning the YAML parsed hashes and thus showing notices to people who don't even access hashes via string keys. That would be confusing._x000D_
_x000D_
I'm not seeing this behaviour. Can you explain how this would happen?_x000D_
_x000D_
We can revert this to not extend from HWIA if need be, but it seems to work as expected AFAICT.","C 0000882",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"So the `[]=` method of HWIA calls `convert_key`  here: https://github.com/rails/rails/blob/master/activesupport/lib/active_support/hash_with_indifferent_access.rb#L94 which would be called ultimately from a source that has nested hashes. If those hashes don't have string keys, we would get a deprecation notice. I guess what's protecting the code from doing that is the fact that you are calling `.to_sym` before passing `key` to `super`, so that writes always get a symbol key._x000D_
_x000D_
I guess that solves it more elegantly than I had it. Thanks for the rework and the simplification. 👍","C 0000883",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"I think I've addressed all PR comments and squashed my commits, so this PR should be ready to go if there are no more comments._x000D_
_x000D_
Additionally, I've added an extra commit to fix the order of expected/actual parameters of some of the assertions added in https://github.com/rails/rails/pull/33882. Since that is logically separate from the main work in this PR, I've opted to leave that as a separate commit, and didn't squash it with my other commits.","C 0000884",0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
"These links are meant to point to the stable 6-0 branch, which will be created after 6-0 release. _x000D_
_x000D_
Example for 5.0: https://github.com/rails/rails/blob/5-0-stable/railties/CHANGELOG.md_x000D_
_x000D_
Master ones only point to changes on master, which are cleared post release.","C 0000885",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Hello, I did it intentionally 'cause those links should refer to `6-0-stable` version of rails/rails. It'll be fixed when we release `6.0.0.rc1`. Thanks for the pull request.","C 0000886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Whose are unaligned now, since we moved them I'd just remove the alignment","C 0000887",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"It is not clear to my why the cache key is an instance of object. It is just to create a unique value?","C 0000888",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"Yes.  I think the original reason was that calculating a hash for the details key was expensive (essentially `{ some: :complex, thing: { a: b: } }.hash`), so we do it once and use an object instead.  Apparently we have to consult the template cache many times, so we need a fast `.hash`._x000D_
_x000D_
I think we can eliminate this cache all together and still maintain speed, but it may require changes to the lookup context.  That's why I'm interested in making the lookup context more private (and be more aggressive with API changes).","C 0000889",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"Makes sense.","C 0000890",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"That's fine we usually don't followup with CHANGELOG updates until right before release but we're close enough this time it's fine. ","C 0000891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"It feels to me that this is being done at the wrong level. Relation should not know about scoping. Maybe this should be done in the scoping class?_x000D_
_x000D_
cc @matthewd ","C 0000892",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"I agree that here is not best place to do this._x000D_
But Relation has `scoping` method, and already need to know the result of `klass.current_scope(true)` in some places (in `scoping`, `spawn`, etc), so I just do this here since here is only place to do this._x000D_
_x000D_
If we'd not like to do this here, an option is just extracting to method in the scoping class like the following:_x000D_
_x000D_
```diff_x000D_
diff --git a/activerecord/lib/active_record/relation.rb b/activerecord/lib/active_record/relation.rb_x000D_
index 32f0609798..347d745d19 100644_x000D_
--- a/activerecord/lib/active_record/relation.rb_x000D_
+++ b/activerecord/lib/active_record/relation.rb_x000D_
@@ -67,11 +67,7 @@ def bind_attribute(name, value) # :nodoc:_x000D_
     #   user = users.new { |user| user.name = 'Oscar' }_x000D_
     #   user.name # => Oscar_x000D_
     def new(attributes = nil, &block)_x000D_
-      current_scope = klass.current_scope(true)_x000D_
-      block = -> record do_x000D_
-        klass.current_scope = current_scope_x000D_
-        yield record if block_given?_x000D_
-      end_x000D_
+      block = klass.current_scope_restoring_block(&block)_x000D_
       scoping { klass.new(attributes, &block) }_x000D_
     end_x000D_
 _x000D_
diff --git a/activerecord/lib/active_record/scoping.rb b/activerecord/lib/active_record/scoping.rb_x000D_
index 35e9dcbffc..1142a87d25 100644_x000D_
--- a/activerecord/lib/active_record/scoping.rb_x000D_
+++ b/activerecord/lib/active_record/scoping.rb_x000D_
@@ -30,6 +30,14 @@ def current_scope(skip_inherited_scope = false)_x000D_
       def current_scope=(scope)_x000D_
         ScopeRegistry.set_value_for(:current_scope, self, scope)_x000D_
       end_x000D_
+_x000D_
+      def current_scope_restoring_block(&block)_x000D_
+        current_scope = self.current_scope(true)_x000D_
+        -> *args do_x000D_
+          self.current_scope = current_scope_x000D_
+          yield(*args) if block_given?_x000D_
+        end_x000D_
+      end_x000D_
     end_x000D_
 _x000D_
     def populate_with_current_scope_attributes # :nodoc:_x000D_
```","C 0000893",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"> Would not this cause breaking changes?_x000D_
_x000D_
Before this PR #35186, the `self.total_count = Bird.count` in `after_initialize` and the `Bird.find_by!(name: ""canary"")` are affected by `Bird.where(color: ""green"").scoping { }` in `Bird.where(color: ""green"").create`, so `parrot.total_count` will be 0 and `Bird.find_by!(name: ""canary"")` will raise `RecordNotFound`._x000D_
_x000D_
```ruby_x000D_
canary = Bird.create!(color: ""yellow"", name: ""canary"")_x000D_
parrot = Bird.where(color: ""green"").create do |bird|_x000D_
  bird.name = ""parrot""_x000D_
  assert_equal canary, Bird.find_by!(name: ""canary"")_x000D_
end_x000D_
assert_equal 1, parrot.total_count_x000D_
```_x000D_
_x000D_
If anyone depends on the behavior, it is affected by this change._x000D_
But I think the leaking scope is just a bug, probably most people use a workaround `Bird.unscoped.count` and `Bird.unscoped.find_by!(name: ""canary"")` for a long time.","C 0000894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"That could be a nice refactoring","C 0000895",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
":+1:","C 0000896",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Applied 4cb1438b57067d637c79d49d0662c43b5b4e64c2.","C 0000897",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"@kamipo Thank you for the fix :-)","C 0000898",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"I'm still concerned about this breaking change. If people is relying on this behavior they may start to leak information silently like happened some years ago in the GitHub incident._x000D_
_x000D_
Is there any way we can detect people is relying on this behavior and show them a warning?_x000D_
_x000D_
@tenderlove @matthewd @jeremy what do you think?","C 0000899",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Please correct me if I'm wrong, but if the scope is leaking, then the scope in `after_initialize` etc would depend on the context in which the object is created.  People depending on this behavior would have to have exactly one code path for initialization, otherwise they would have to do `unscoped` because the scope would be different each time._x000D_
_x000D_
Could we set the scope object to something that raises an exception if `unscoped` *isn't* called?","C 0000900",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"Since `scoping` is public API, people may have a usage like the case (1)._x000D_
In the case (1), initialization block and callbacks are affected by the `Bird.where(color: ""yellow"").scoping`._x000D_
I made the case (2) working the same with the case (1) in this PR._x000D_
_x000D_
We could set the exception scope object for the case (2), it will make the case (2) working different back with the case (1) though..._x000D_
_x000D_
```ruby_x000D_
canary = Bird.create!(color: ""yellow"", name: ""canary"")_x000D_
_x000D_
# (1)_x000D_
Bird.where(color: ""yellow"").scoping do_x000D_
  parrot = Bird.create!(color: ""green"") do |bird|_x000D_
    bird.name = ""parrot""_x000D_
    assert_equal canary, Bird.find_by!(name: ""canary"")_x000D_
  end_x000D_
  assert_equal 1, parrot.total_count_x000D_
end_x000D_
_x000D_
# (2)_x000D_
Bird.where(color: ""yellow"").scoping do_x000D_
  parrot = Bird.rewhere(color: ""green"").create! do |bird|_x000D_
    bird.name = ""parrot""_x000D_
    assert_equal canary, Bird.find_by!(name: ""canary"")_x000D_
  end_x000D_
  assert_equal 1, parrot.total_count_x000D_
end_x000D_
```","C 0000901",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"What happens if we realease new versions of our packages? Or if there’s commits in them that haven’t yet been pushed to npm?","C 0000902",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Your concern is correct and we should not this approach. Since there was I wanted to confirm, I temporarily put this in.","C 0000903",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Could/should this point at the git repo instead?","C 0000904",0,2,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0
":+1: Totally agree. I fixed.","C 0000905",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"OK, this approach works and cut off the run time about 10 minutes.(as kaspth mentioned already :)","C 0000906",0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
"Fantastic work, @y-yagi!_x000D_
_x000D_
I wonder if we could eventually make `railties/test/isolation/assets/package.json`'s version specifiers auto-generated from the corresponding Gemfile entries or something: that master reference is perfect now, but as this branch becomes a mature `6-0-stable` and webpacker moves forward, it'll presumably become less good.","C 0000907",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I have been running individual tests a lot these days, this patch speeds things up significantly. 🙌","C 0000908",0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
"Is operation the right word here? When I think about database operation I think those things you define in the database level https://docs.oracle.com/database/121/TGSQL/tgsql_monit.htm#GUID-DC573FB7-40C5-4D6D-BE81-EF356900B444._x000D_
_x000D_
Maybe resolver_storage?","C 0000909",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"> Is operation the right word here? When I think about database operation I think those things you define in the database level_x000D_
_x000D_
I agree. I think this name evolved out of ""last DB operation"", but I think that's an implementation detail and not necessarily how we're picking. ""storage"" is better, but it isn't necessarily doing storage, this also has awareness that I think ""storage"" implies it wouldn't._x000D_
_x000D_
How about ""resolver context""? What this class does is provide the context needed by the resolver to pick a database for the request. I've pushed up a commit renaming it to this.","C 0000910",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"Ooo I like context. ","C 0000911",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,0,0
"Thanks @jhawthorn! ","C 0000912",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0
"Can we name this option `incinerate` and make the default value `true`? Then you’d disable incineration by setting it to false.","C 0000913",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Last thing: this should go above the beta1 heading. beta1 already shipped.","C 0000914",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ah, missed that. Pushed a fix.","C 0000915",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"@georgeclaghorn Added it to `ActionMailbox::Engine`","C 0000916",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Instead of hardcoding 3 and 4, can you assert that the size increases by one?","C 0000917",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The intent that removing `target.empty?` is that `target.empty?` should be redundant if staled `@association_ids` is properly cleared. But I missed `CollectionAssociation#build` at #29631._x000D_
_x000D_
Can you move `@association_ids = nil` after the `target << record` line in `replace_on_target` and in `remove_records`?_x000D_
_x000D_
```diff_x000D_
diff --git a/activerecord/lib/active_record/associations/collection_association.rb b/activerecord/lib/active_record/associations/collection_association.rb_x000D_
index 68f53d5c1c..fc2a40d675 100644_x000D_
--- a/activerecord/lib/active_record/associations/collection_association.rb_x000D_
+++ b/activerecord/lib/active_record/associations/collection_association.rb_x000D_
@@ -347,7 +347,6 @@ def _create_record(attributes, raise = false, &block)_x000D_
               add_to_target(record) do_x000D_
                 result = insert_record(record, true, raise) {_x000D_
                   @_was_loaded = loaded?_x000D_
-                  @association_ids = nil_x000D_
                 }_x000D_
               end_x000D_
               raise ActiveRecord::Rollback unless result_x000D_
@@ -384,6 +383,7 @@ def remove_records(existing_records, records, method)_x000D_
 _x000D_
           delete_records(existing_records, method) if existing_records.any?_x000D_
           @target -= records_x000D_
+          @association_ids = nil_x000D_
 _x000D_
           records.each { |record| callback(:after_remove, record) }_x000D_
         end_x000D_
@@ -424,7 +424,6 @@ def concat_records(records, raise = false)_x000D_
               unless owner.new_record?_x000D_
                 result &&= insert_record(record, true, raise) {_x000D_
                   @_was_loaded = loaded?_x000D_
-                  @association_ids = nil_x000D_
                 }_x000D_
               end_x000D_
             end_x000D_
@@ -448,6 +447,7 @@ def replace_on_target(record, index, skip_callbacks)_x000D_
             target[index] = record_x000D_
           elsif @_was_loaded || !loaded?_x000D_
             target << record_x000D_
+            @association_ids = nil_x000D_
           end_x000D_
 _x000D_
           callback(:after_add, record) unless skip_callbacks_x000D_
```","C 0000918",0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0
"Use double quotes.","C 0000919",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"👍 . Are you sure the `if index` case doesn't need the `@association_ids = nil`?","C 0000920",0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"I think that case doesn't need the `@association_ids = nil`, since the `index` is used for replacing with the same record._x000D_
_x000D_
https://github.com/rails/rails/blob/19dc2edaab62864ea96205b78153eed30f752144/activerecord/lib/active_record/associations/collection_association.rb#L283-L288_x000D_
_x000D_
https://github.com/rails/rails/blob/19dc2edaab62864ea96205b78153eed30f752144/activerecord/lib/active_record/associations/collection_association.rb#L411-L417","C 0000921",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Fixed: decided to use a fresh object to maintain the test readability.","C 0000922",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Can you add the `@association_ids = nil` in `remove_records` too?_x000D_
_x000D_
```diff_x000D_
diff --git a/activerecord/lib/active_record/associations/collection_association.rb b/activerecord/lib/active_record/associations/collection_association.rb_x000D_
index 68f53d5c1c..e718ea8393 100644_x000D_
--- a/activerecord/lib/active_record/associations/collection_association.rb_x000D_
+++ b/activerecord/lib/active_record/associations/collection_association.rb_x000D_
@@ -384,6 +384,7 @@ def remove_records(existing_records, records, method)_x000D_
_x000D_
           delete_records(existing_records, method) if existing_records.any?_x000D_
           @target -= records_x000D_
+          @association_ids = nil_x000D_
_x000D_
           records.each { |record| callback(:after_remove, record) }_x000D_
         end_x000D_
diff --git a/activerecord/test/cases/associations/has_many_associations_test.rb b/activerecord/test/cases/associations/has_many_associations_test.rb_x000D_
index 5fdc5a92fc..d99fa3d324 100644_x000D_
--- a/activerecord/test/cases/associations/has_many_associations_test.rb_x000D_
+++ b/activerecord/test/cases/associations/has_many_associations_test.rb_x000D_
@@ -121,6 +121,14 @@ def setup_x000D_
     Client.destroyed_client_ids.clear_x000D_
   end_x000D_
_x000D_
+  def test_ids_reader_cache_should_be_cleared_when_collection_is_deleted_x000D_
+    firm = companies(:first_firm)_x000D_
+    assert_equal [2, 3, 11], firm.client_ids_x000D_
+    client = firm.clients.first_x000D_
+    firm.clients.delete(client)_x000D_
+    assert_equal [3, 11], firm.client_ids_x000D_
+  end_x000D_
+_x000D_
   def test_sti_subselect_count_x000D_
     tag = Tag.first_x000D_
     len = Post.tagged_with(tag.id).limit(10).size_x000D_
```","C 0000923",0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0
"Looking to the comment looks like this is intend to work with non-Rails app _x000D_
_x000D_
> If the app is a Rails app..._x000D_
_x000D_
Then the problem is that other non-Rails apps can have also the `routes` method defined, so I think checking for routes type is a good solution to the problem 👍 ","C 0000924",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
"why the `&&` is being used here? It should always return `self`","C 0000925",0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,2,0,0,0
"same here, it should always return self.","C 0000926",0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"The transaction above could be rolled back without exception. So this method should notify that failure to caller._x000D_
_x000D_
```rb_x000D_
        def concat_records(records, raise = false)_x000D_
          ..._x000D_
_x000D_
          raise ActiveRecord::Rollback unless result_x000D_
_x000D_
          records_x000D_
        end_x000D_
```_x000D_
_x000D_
And this method is called by `replace_records`, which expects falsey value when transaction was rolled back._x000D_
_x000D_
```rb_x000D_
        def replace_records(new_target, original_target)_x000D_
          delete(difference(target, new_target))_x000D_
_x000D_
          unless concat(difference(new_target, target))_x000D_
            @target = original_target_x000D_
            raise RecordNotSaved, ""Failed to replace #{reflection.name} because one or more of the "" \_x000D_
                                  ""new records could not be saved.""_x000D_
          end_x000D_
```_x000D_
_x000D_
Note that rollback was introduced in this commit: https://github.com/rails/rails/commit/5dc72378b783e924c5bf079ca660388ec4ac9224#diff-20f545c453ee24942b6f7ae565e9e369R450","C 0000927",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Looks like the implementation is completely the same with `#<<`, since `CollectionAssociation#concat` flatten `records`._x000D_
_x000D_
https://github.com/rails/rails/blob/272e64101bb6daaa4bbaf2d1c64f64c6b82ead8e/activerecord/lib/active_record/associations/collection_proxy.rb#L1055-L1059_x000D_
_x000D_
https://github.com/rails/rails/blob/272e64101bb6daaa4bbaf2d1c64f64c6b82ead8e/activerecord/lib/active_record/associations/collection_association.rb#L115-L116_x000D_
_x000D_
If we don't intend to behave `#concat` and `#<<` differently (at least the behavior is the same for now), how about just aliasing?","C 0000928",1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ah, maybe `RecordNotSaved` should be raised by `concat` method itself instead of returning falsey value, isn't it..?","C 0000929",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"Remaining the doc style comment is a historical reason, `CollectionAssociation` was replaced by `CollectionProxy` as public API, now `CollectionAssociation` is private API._x000D_
_x000D_
https://github.com/rails/rails/blob/272e64101bb6daaa4bbaf2d1c64f64c6b82ead8e/activerecord/lib/active_record/associations/collection_association.rb#L28_x000D_
_x000D_
Thus we are not always necessary to change the implementation of `CollectionAssociation#concat` unless the change fixes any public behavior.","C 0000930",0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"```_x000D_
irb(main):004:0> [:foo] << [:bar]_x000D_
=> [:foo, [:bar]]_x000D_
```_x000D_
_x000D_
While it is different from behavior of plain `Array`, I think this behavior is reasonable for record collection which can't contain nested array. +1 for aliasing!","C 0000931",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
"I'll revert CollectionAssociation and remove `Returns +self+` part of doc.","C 0000932",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"```suggestion_x000D_
      # Add +records+ to this association. Since <tt><<</tt> flattens its argument list_x000D_
```","C 0000933",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"```suggestion_x000D_
      # to the association's primary key. Since <tt><<</tt> flattens its argument list and_x000D_
      # inserts each record, +push+ and +concat+ behave identically. Returns +self+_x000D_
```","C 0000934",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thank you for reviewing! Revised the commit.","C 0000935",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Document fixed!","C 0000936",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
"Thanks!","C 0000937",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
"I confirmed this changed with [this commit](https://github.com/buildkite/terminal-to-html/commit/f19721a00ff6736207a5a02d3275f73526214978) _x000D_
","C 0000938",0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"@betterzega Thanks! In the future, please add [ci skip] to commit message for skip the Travis build._x000D_
","C 0000939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"this `as =` is not necessary here anymore.","C 0000940",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"nice catch, thanks!","C 0000941",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hey, the dot can be eliminated because it is a word boundary._x000D_
","C 0000942",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"I think the idea is that this was only done when `i18n_full_message` is set to true, otherwise it would be a change in behavior without deprecation.","C 0000943",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"We could only call the remove `if i18n_full_message` but without checking if the class respond to `i18n_scope`.","C 0000944",1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"Closing this, because I now know the reason why the `.remove` had to be moved.","C 0000945",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"I won't claim to understand all the layers at play here, but passing information that's not in the cache key into a cached value's calculation makes me pretty nervous. As you're deeper in this code, can you point me to why this is safe? (Or, should we instead be shoving `locals` into `details` before the cache block, when such locals are supplied?)","C 0000946",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0
"> passing information that's not in the cache key into a cached value's calculation makes me pretty nervous._x000D_
_x000D_
It is part of the cache key, just in a round-about way (unfortunately).  The details hash is [used to calculate the first `key`](https://github.com/rails/rails/blob/7a3afc9a69842ddf3e0edbdf078f8f3bf3c4b8f7/actionview/lib/action_view/lookup_context.rb#L171-L182).  If the locals change, the return value of `DetailsKey.get(user_details)` will change.  In this function `key` is `details_key`.","C 0000947",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ahh, right. _x000D_
_x000D_
.. does that mean `details` could be removed from the `cached` call too?","C 0000948",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
"It could, but it [gets passed to this decorate](https://github.com/rails/rails/blob/2799a502ad361451ba26bcab8f9039268160bdf6/actionview/lib/action_view/template/resolver.rb#L187) method.  If we can make the Template objects read-only, then we can delete the `decorate` method and then remove the parameters.","C 0000949",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"> Do we consider the resolver to be public API? The class isn't really documented, so I would think ""no"". If we do consider it public, I think we should make it private._x000D_
_x000D_
Yes, the resolver is part of the public API. José's idea was to make possible to people to write custom resolvers to, for example, read a template from the database (he shows an example of that in his book) We at Shopify have a custom resolver to build a list of all view paths that are possible at boot time. Why do you think it should be private?","C 0000950",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"> Why do you think it should be private?_x000D_
_x000D_
Some of the method parameters require knowledge of internals that I don't think people should have.  The main example of this is the `key` parameter and the `details` hash [here](https://github.com/rails/rails/blob/2799a502ad361451ba26bcab8f9039268160bdf6/actionview/lib/action_view/template/resolver.rb#L145).  Key and details have to do with caching.  If someone wants to write a caching resolver, they should wrap a non-caching resolver with their own caching strategy.  I guess the main issue for me is that these parameters are leaking implementation details about the class.  Since the API is public, I think it couples us to the current caching strategy._x000D_
_x000D_
TBH, I think we can maintain the API, I just want to have a gauge for how quickly it can change.  I would like to change it more quickly, so making it private would help.  But if there are real apps (like Shopify) using it, then I'll be more careful about maintaining the API.","C 0000951",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"To be fair, I think we can change this more quickly than other public APIs we have. It is not like every single developer would write a custom resolver, but I think we should keep possible to write one if they like to. If this API changes without deprecation it would not be the end of the world.","C 0000952",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"@rafaelfranca I'll pick up a copy of José's book.  I can use that to get more context, and maybe we can implement the ideas in the book but with a smaller API","C 0000953",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Thank you for the pull request but we can't use the post install message for this. even users that don't want to use this gem will have to see it, and every time you install in every machine this will also presented.","C 0000954",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"@rafaelfranca _x000D_
Hi, Thank you for the reply and I agree with you._x000D_
Can you share opinion to resolve or where we can add in Rails. I appreciate providing your time.","C 0000955",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"Can we change it to `~> 1.3`, `>= 1.3.6`?","C 0000956",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"sure thing! I was not sure about sqlite3 versioning. ","C 0000957",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Closes #35153","C 0000958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"Am I missing something, or doesn't the underlying issue break support for the default adapter for all existing rails apps?_x000D_
_x000D_
Locally:_x000D_
_x000D_
```sh_x000D_
$ rails new sqlite_app; cd sqlite_app_x000D_
$ rails s_x000D_
# localhost:3000 produces  Error loading the 'sqlite3' Active Record adapter. Missing a gem it depends on? can't activate sqlite3 (~> 1.3.6), already activated sqlite3-1.4.0. Make sure all dependencies are added to Gemfile. (LoadError)_x000D_
```_x000D_
_x000D_
Is backporting this sufficient?","C 0000959",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Yes, backporting is sufficient._x000D_
_x000D_
And no, it doesn't break all existing applications, it only breaks new application as you can see in your example.","C 0000960",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"As for the red CI:_x000D_
- some of the failures are unrelated https://travis-ci.org/rails/rails/jobs/488684686  https://travis-ci.org/rails/rails/jobs/488684690_x000D_
- guides specs are failed due to the using source code from master.  https://travis-ci.org/rails/rails/jobs/488684700  https://travis-ci.org/rails/rails/jobs/488684701 Looks like they'll be fixed once the PR is merged_x000D_
_x000D_
E.g. https://github.com/rails/rails/blob/cc2d614e6310337a9d34ede3e67d634d84561cde/guides/bug_report_templates/active_record_migrations_gem.rb#L5-L13_x000D_
","C 0000961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"I'm merging this._x000D_
_x000D_
Side note: it bothers me that if I do a new SQLite3 release it breaks tests.  Loosening up the requirements makes sense, but it seems like we should be adding the required SQLite gem version to the bug report template (if that's possible)._x000D_
_x000D_
Thanks!","C 0000962",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Hey all, we're still having the problem where running blacklight from scratch with the easy instructions (https://github.com/projectblacklight/blacklight/wiki/Quickstart) is giving us an error. Do you know why these merged changes aren't fixing the problem for us? Also, if there's a better place to post this I'm happy to post this elsewhere._x000D_
_x000D_
`Error: ActiveRecord::StatementInvalid in CatalogController#index`_x000D_
`raise(ActiveRecord::StatementInvalid, ""Could not find table '#{table_name}'"") if structure.empty?`","C 0000963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"@dronn why do you think that it's related?","C 0000964",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"@sponomarev it's related to the sqlite3 version, but I think you're right in that I should make this an issue instead of commenting here. If I'm still struggling with it I'll create an issue. Thanks!","C 0000965",0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
"_x000D_
Encounter the same problem, ask for help! ! There is no corresponding solution in the official, there are many ways to deal with google search.","C 0000966",0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,1,0,0,0
